"","X","State","Year","Ag_District","Crop_Yield","State_FIPS","USPS_Code"
"365",3003,"KANSAS",1980,"SOUTH CENTRAL",100,20,"KS"
"366",3004,"KANSAS",1980,"SOUTHEAST",28,20,"KS"
"367",3028,"KANSAS",1980,"NORTHWEST",111,20,"KS"
"368",3030,"KANSAS",1980,"NORTHEAST",47,20,"KS"
"369",3056,"KANSAS",1980,"NORTH CENTRAL",83,20,"KS"
"370",3066,"KANSAS",1980,"EAST CENTRAL",32,20,"KS"
"371",3154,"KENTUCKY",1980,"BLUEGRASS",84,21,"KY"
"372",3155,"KENTUCKY",1980,"MIDWESTERN",72.6,21,"KY"
"373",3156,"KENTUCKY",1980,"NORTHERN",86.4,21,"KY"
"374",3157,"KENTUCKY",1980,"EASTERN OR MOUNTAIN",68.5,21,"KY"
"375",3160,"KENTUCKY",1980,"CENTRAL",71.4,21,"KY"
"376",3164,"KENTUCKY",1980,"PURCHASE",44.4,21,"KY"
"377",3407,"LOUISIANA",1980,"NORTHEAST",33.9,22,"LA"
"378",3410,"LOUISIANA",1980,"NORTH CENTRAL",34.8,22,"LA"
"379",3425,"LOUISIANA",1980,"CENTRAL",59.7,22,"LA"
"380",3435,"LOUISIANA",1980,"EAST CENTRAL",33.1,22,"LA"
"381",3464,"LOUISIANA",1980,"NORTHWEST",35,22,"LA"
"382",3511,"LOUISIANA",1980,"SOUTHEAST",54.6,22,"LA"
"383",3532,"LOUISIANA",1980,"SOUTH CENTRAL",61.6,22,"LA"
"384",3629,"LOUISIANA",1980,"SOUTHWEST",38.2,22,"LA"
"385",3643,"LOUISIANA",1980,"WEST CENTRAL",33.2,22,"LA"
"386",3830,"MARYLAND",1980,"WESTERN",91.3,24,"MD"
"387",3831,"MARYLAND",1980,"LOWER EASTERN SHORE",65.4,24,"MD"
"388",3852,"MARYLAND",1980,"UPPER EASTERN SHORE",81.6,24,"MD"
"389",3875,"MARYLAND",1980,"NORTH CENTRAL",69.9,24,"MD"
"390",3888,"MARYLAND",1980,"SOUTHERN",50.7,24,"MD"
"391",4171,"MICHIGAN",1980,"CENTRAL",90.4,26,"MI"
"392",4176,"MICHIGAN",1980,"NORTHEAST",78.4,26,"MI"
"393",4199,"MICHIGAN",1980,"EAST CENTRAL",100,26,"MI"
"394",4200,"MICHIGAN",1980,"NORTHWEST",70.5,26,"MI"
"395",4201,"MICHIGAN",1980,"SOUTH CENTRAL",97.7,26,"MI"
"396",4216,"MICHIGAN",1980,"SOUTHWEST",88.6,26,"MI"
"397",4222,"MICHIGAN",1980,"UPPER PENINSULA",83.2,26,"MI"
"398",4225,"MICHIGAN",1980,"SOUTHEAST",99,26,"MI"
"399",4228,"MICHIGAN",1980,"WEST CENTRAL",83.9,26,"MI"
"400",4427,"MINNESOTA",1980,"NORTHEAST",89,27,"MN"
"401",4442,"MINNESOTA",1980,"SOUTH CENTRAL",108.4,27,"MN"
"402",4453,"MINNESOTA",1980,"NORTH CENTRAL",81.5,27,"MN"
"403",4455,"MINNESOTA",1980,"NORTHWEST",55.3,27,"MN"
"404",4463,"MINNESOTA",1980,"EAST CENTRAL",89.9,27,"MN"
"405",4491,"MINNESOTA",1980,"CENTRAL",92.2,27,"MN"
"406",4526,"MINNESOTA",1980,"WEST CENTRAL",81.4,27,"MN"
"407",4528,"MINNESOTA",1980,"SOUTHWEST",98.2,27,"MN"
"408",4542,"MINNESOTA",1980,"SOUTHEAST",103.9,27,"MN"
"409",4581,"MISSISSIPPI",1980,"SOUTHEAST AND COASTAL",27.2,28,"MS"
"410",4586,"MISSISSIPPI",1980,"SOUTH CENTRAL",25.6,28,"MS"
"411",4588,"MISSISSIPPI",1980,"NORTH CENTRAL",28.2,28,"MS"
"412",4598,"MISSISSIPPI",1980,"EAST CENTRAL",26.1,28,"MS"
"413",4599,"MISSISSIPPI",1980,"SOUTHWEST",28.5,28,"MS"
"414",4613,"MISSISSIPPI",1980,"NORTHEAST",29,28,"MS"
"415",4614,"MISSISSIPPI",1980,"LOWER DELTA",50,28,"MS"
"416",4616,"MISSISSIPPI",1980,"UPPER DELTA",45,28,"MS"
"417",4622,"MISSISSIPPI",1980,"CENTRAL",26,28,"MS"
"418",4934,"MISSOURI",1980,"CENTRAL",31,29,"MO"
"419",4942,"MISSOURI",1980,"SOUTH CENTRAL",38,29,"MO"
"420",4977,"MISSOURI",1980,"NORTHWEST",58,29,"MO"
"421",4984,"MISSOURI",1980,"NORTH CENTRAL",49,29,"MO"
"422",4997,"MISSOURI",1980,"EAST",59,29,"MO"
"423",5024,"MISSOURI",1980,"NORTHEAST",61,29,"MO"
"424",5026,"MISSOURI",1980,"SOUTHEAST",63.2,29,"MO"
"425",5097,"MISSOURI",1980,"SOUTHWEST",20,29,"MO"
"426",5146,"MISSOURI",1980,"WEST",28,29,"MO"
"427",5316,"MONTANA",1980,"NORTHEAST",73,30,"MT"
"428",5320,"MONTANA",1980,"SOUTHEAST",74,30,"MT"
"429",5331,"MONTANA",1980,"SOUTH CENTRAL",74,30,"MT"
"430",5713,"NEBRASKA",1980,"NORTHEAST",66.3,31,"NE"
"431",5714,"NEBRASKA",1980,"NORTH",90,31,"NE"
"432",5727,"NEBRASKA",1980,"SOUTH",108.8,31,"NE"
"433",5730,"NEBRASKA",1980,"EAST",80,31,"NE"
"434",5737,"NEBRASKA",1980,"SOUTHWEST",95.9,31,"NE"
"435",5738,"NEBRASKA",1980,"SOUTHEAST",80.4,31,"NE"
"436",5763,"NEBRASKA",1980,"NORTHWEST",109.3,31,"NE"
"437",5771,"NEBRASKA",1980,"CENTRAL",95.5,31,"NE"
"438",5820,"NEW JERSEY",1980,"OTHER DISTRICTS, ALL COUNTIES",75,34,"NJ"
"439",5830,"NEW JERSEY",1980,"SOUTH",86.2,34,"NJ"
"440",5832,"NEW JERSEY",1980,"NORTH",75.3,34,"NJ"
"441",5845,"NEW JERSEY",1980,"CENTRAL",67.5,34,"NJ"
"442",5996,"NEW MEXICO",1980,"SOUTHWEST",91,35,"NM"
"443",6011,"NEW MEXICO",1980,"SOUTHEAST",88.9,35,"NM"
"444",6018,"NEW MEXICO",1980,"NORTHWEST",78,35,"NM"
"445",6024,"NEW MEXICO",1980,"NORTHEAST",90.9,35,"NM"
"446",6069,"NEW YORK",1980,"NORTHERN",95,36,"NY"
"447",6075,"NEW YORK",1980,"LONG ISLAND",90,36,"NY"
"448",6085,"NEW YORK",1980,"NORTHEAST",85,36,"NY"
"449",6095,"NEW YORK",1980,"SOUTHWEST",86,36,"NY"
"450",6098,"NEW YORK",1980,"EASTERN",100,36,"NY"
"451",6109,"NEW YORK",1980,"WESTERN",93.2,36,"NY"
"452",6110,"NEW YORK",1980,"SOUTHERN",91,36,"NY"
"453",6123,"NEW YORK",1980,"SOUTHEAST",92,36,"NY"
"454",6157,"NEW YORK",1980,"CENTRAL",93.5,36,"NY"
"455",6405,"NORTH CAROLINA",1980,"CENTRAL PIEDMONT",53.1,37,"NC"
"456",6406,"NORTH CAROLINA",1980,"NORTHERN PIEDMONT",48,37,"NC"
"457",6407,"NORTH CAROLINA",1980,"NORTHERN COASTAL",59.9,37,"NC"
"458",6411,"NORTH CAROLINA",1980,"SOUTHERN COASTAL",65.9,37,"NC"
"459",6413,"NORTH CAROLINA",1980,"SOUTHERN PIEDMONT",39,37,"NC"
"460",6418,"NORTH CAROLINA",1980,"NORTHERN MOUNTAIN",49.2,37,"NC"
"461",6419,"NORTH CAROLINA",1980,"CENTRAL COASTAL",63,37,"NC"
"462",6445,"NORTH CAROLINA",1980,"WESTERN MOUNTAIN",62.2,37,"NC"
"463",6731,"NORTH DAKOTA",1980,"CENTRAL",66.2,38,"ND"
"464",6797,"NORTH DAKOTA",1980,"EAST CENTRAL",53.7,38,"ND"
"465",6912,"NORTH DAKOTA",1980,"NORTH CENTRAL",66.8,38,"ND"
"466",6943,"NORTH DAKOTA",1980,"NORTHEAST",46.1,38,"ND"
"467",6963,"NORTH DAKOTA",1980,"NORTHWEST",46.7,38,"ND"
"468",6995,"NORTH DAKOTA",1980,"WEST CENTRAL",60.5,38,"ND"
"469",7033,"NORTH DAKOTA",1980,"SOUTHWEST",73.4,38,"ND"
"470",7059,"NORTH DAKOTA",1980,"SOUTHEAST",59.9,38,"ND"
"471",7062,"NORTH DAKOTA",1980,"SOUTH CENTRAL",40.3,38,"ND"
"472",7325,"OHIO",1980,"SOUTHWEST",117.4,39,"OH"
"473",7326,"OHIO",1980,"EAST CENTRAL",98.6,39,"OH"
"474",7337,"OHIO",1980,"WEST CENTRAL",111.9,39,"OH"
"475",7338,"OHIO",1980,"SOUTHEAST",97.6,39,"OH"
"476",7339,"OHIO",1980,"NORTHWEST",122.9,39,"OH"
"477",7350,"OHIO",1980,"SOUTH CENTRAL",107,39,"OH"
"478",7351,"OHIO",1980,"NORTHEAST",103.3,39,"OH"
"479",7358,"OHIO",1980,"NORTH CENTRAL",117.9,39,"OH"
"480",7364,"OHIO",1980,"CENTRAL",108.7,39,"OH"
"481",7565,"OKLAHOMA",1980,"WEST CENTRAL",70,40,"OK"
"482",7576,"OKLAHOMA",1980,"NORTH CENTRAL",60,40,"OK"
"483",7604,"OKLAHOMA",1980,"NORTHEAST",30,40,"OK"
"484",7619,"OKLAHOMA",1980,"SOUTH CENTRAL",45.6,40,"OK"
"485",7644,"OKLAHOMA",1980,"CENTRAL",51.7,40,"OK"
"486",7646,"OKLAHOMA",1980,"PANHANDLE",85.9,40,"OK"
"487",7647,"OKLAHOMA",1980,"SOUTHEAST",40,40,"OK"
"488",7659,"OKLAHOMA",1980,"SOUTHWEST",70,40,"OK"
"489",7685,"OKLAHOMA",1980,"EAST CENTRAL",40,40,"OK"
"490",7844,"OREGON",1980,"SOUTHWEST",90,41,"OR"
"491",7855,"OREGON",1980,"SOUTHEAST",95.6,41,"OR"
"492",7870,"OREGON",1980,"NORTHWEST",86.7,41,"OR"
"493",7891,"OREGON",1980,"NORTH CENTRAL",120,41,"OR"
"494",7893,"OREGON",1980,"NORTHEAST",135,41,"OR"
"495",7896,"PENNSYLVANIA",1980,"NORTHWESTERN",95.8,42,"PA"
"496",7897,"PENNSYLVANIA",1980,"EAST CENTRAL",52.4,42,"PA"
"497",7902,"PENNSYLVANIA",1980,"SOUTHEASTERN",74.4,42,"PA"
"498",7904,"PENNSYLVANIA",1980,"WEST CENTRAL",102.7,42,"PA"
"499",7906,"PENNSYLVANIA",1980,"NORTHEASTERN",69,42,"PA"
"500",7908,"PENNSYLVANIA",1980,"SOUTHWESTERN",93.3,42,"PA"
"501",7911,"PENNSYLVANIA",1980,"NORTH CENTRAL",81,42,"PA"
"502",7914,"PENNSYLVANIA",1980,"CENTRAL",70.7,42,"PA"
"503",7922,"PENNSYLVANIA",1980,"SOUTH CENTRAL",68.3,42,"PA"
"504",8248,"SOUTH CAROLINA",1980,"NORTH CENTRAL",31.3,45,"SC"
"505",8260,"SOUTH CAROLINA",1980,"CENTRAL",54.4,45,"SC"
"506",8286,"SOUTH CAROLINA",1980,"SOUTHERN",50,45,"SC"
"507",8302,"SOUTH CAROLINA",1980,"EASTERN",43.6,45,"SC"
"508",8310,"SOUTH CAROLINA",1980,"NORTHWEST",35.6,45,"SC"
"509",8356,"SOUTH CAROLINA",1980,"WEST CENTRAL",33.8,45,"SC"
"510",8748,"SOUTH DAKOTA",1980,"NORTHWEST",58.5,46,"SD"
"511",8759,"SOUTH DAKOTA",1980,"SOUTHWEST",71.2,46,"SD"
"512",8762,"SOUTH DAKOTA",1980,"NORTHEAST",58.5,46,"SD"
"513",8773,"SOUTH DAKOTA",1980,"NORTH CENTRAL",43.9,46,"SD"
"514",8790,"SOUTH DAKOTA",1980,"CENTRAL",35.2,46,"SD"
"515",8792,"SOUTH DAKOTA",1980,"SOUTHEAST",51.6,46,"SD"
"516",8793,"SOUTH DAKOTA",1980,"WEST CENTRAL",66.3,46,"SD"
"517",8802,"SOUTH DAKOTA",1980,"SOUTH CENTRAL",47.1,46,"SD"
"518",8821,"SOUTH DAKOTA",1980,"EAST CENTRAL",56.6,46,"SD"
"519",8956,"TENNESSEE",1980,"WESTERN RIM",53,47,"TN"
"520",8958,"TENNESSEE",1980,"WEST TENNESSEE",49,47,"TN"
"521",8983,"TENNESSEE",1980,"EAST TENNESSEE",51,47,"TN"
"522",8984,"TENNESSEE",1980,"DELTA",47,47,"TN"
"523",8998,"TENNESSEE",1980,"CUMBERLAND PLATEAU",34,47,"TN"
"524",9024,"TENNESSEE",1980,"CENTRAL BASIN",44,47,"TN"
"525",9233,"TEXAS",1980,"BLACKLANDS",34.3,48,"TX"
"526",9247,"TEXAS",1980,"COASTAL BEND",50.9,48,"TX"
"527",9510,"TEXAS",1980,"UPPER COAST",61.3,48,"TX"
"528",9512,"TEXAS",1980,"TRANS-PECOS",52.3,48,"TX"
"529",9564,"TEXAS",1980,"NORTHERN HIGH PLAINS",117.5,48,"TX"
"530",9567,"TEXAS",1980,"EAST TEXAS NORTH",38.3,48,"TX"
"531",9581,"TEXAS",1980,"CROSS TIMBERS",20,48,"TX"
"532",9593,"TEXAS",1980,"EAST TEXAS SOUTH",72.7,48,"TX"
"533",9594,"TEXAS",1980,"EDWARDS PLATEAU",64.5,48,"TX"
"534",9600,"TEXAS",1980,"LOWER VALLEY",83.1,48,"TX"
"535",9602,"TEXAS",1980,"SOUTHERN HIGH PLAINS",110.1,48,"TX"
"536",9604,"TEXAS",1980,"SOUTHERN LOW PLAINS",46,48,"TX"
"537",9605,"TEXAS",1980,"SOUTH TEXAS",48.8,48,"TX"
"538",9613,"TEXAS",1980,"NORTHERN LOW PLAINS",47.3,48,"TX"
"539",9615,"TEXAS",1980,"SOUTH CENTRAL",50.9,48,"TX"
"540",9693,"UTAH",1980,"EASTERN",80.9,49,"UT"
"541",9711,"UTAH",1980,"CENTRAL",101.9,49,"UT"
"542",9712,"UTAH",1980,"NORTHERN",105.9,49,"UT"
"543",9730,"UTAH",1980,"SOUTHERN",99,49,"UT"
"544",9739,"VIRGINIA",1980,"NORTHERN",68,51,"VA"
"545",9745,"VIRGINIA",1980,"EASTERN",50,51,"VA"
"546",9750,"VIRGINIA",1980,"SOUTHEASTERN",47,51,"VA"
"547",9751,"VIRGINIA",1980,"CENTRAL",45,51,"VA"
"548",9808,"VIRGINIA",1980,"WESTERN",66.5,51,"VA"
"549",9885,"VIRGINIA",1980,"SOUTHERN",57,51,"VA"
"550",9886,"VIRGINIA",1980,"SOUTHWESTERN",88,51,"VA"
"551",10085,"WASHINGTON",1980,"SOUTHEAST",150,53,"WA"
"552",10109,"WASHINGTON",1980,"EAST CENTRAL",129.9,53,"WA"
"553",10138,"WASHINGTON",1980,"CENTRAL",110.5,53,"WA"
"554",10162,"WEST VIRGINIA",1980,"SOUTHWEST",88.9,54,"WV"
"555",10178,"WEST VIRGINIA",1980,"EASTERN",89,54,"WV"
"556",10191,"WEST VIRGINIA",1980,"NORTHWEST",89.1,54,"WV"
"557",10199,"WEST VIRGINIA",1980,"OTHER DISTRICTS, ALL COUNTIES",98.9,54,"WV"
"558",10400,"WISCONSIN",1980,"CENTRAL",98.1,55,"WI"
"559",10434,"WISCONSIN",1980,"WEST CENTRAL",85.5,55,"WI"
"560",10449,"WISCONSIN",1980,"SOUTHEAST",115.7,55,"WI"
"561",10464,"WISCONSIN",1980,"NORTHWEST",90.9,55,"WI"
"562",10478,"WISCONSIN",1980,"NORTHEAST",97,55,"WI"
"563",10479,"WISCONSIN",1980,"NORTH CENTRAL",95,55,"WI"
"564",10488,"WISCONSIN",1980,"SOUTHWEST",110.2,55,"WI"
"565",10505,"WISCONSIN",1980,"SOUTH CENTRAL",114.1,55,"WI"
"566",10536,"WISCONSIN",1980,"EAST CENTRAL",105.6,55,"WI"
"567",10714,"WYOMING",1980,"NORTHEAST",51,56,"WY"
"568",10727,"WYOMING",1980,"NORTHWEST",92.7,56,"WY"
"569",10740,"WYOMING",1980,"SOUTHEAST",99.2,56,"WY"
"570",10747,"WYOMING",1980,"SOUTH CENTRAL",85,56,"WY"
"571",1,"ALABAMA",1981,"BLACK BELT",43.2,1,"AL"
"572",7,"ALABAMA",1981,"HISTORIC DISTRICT 21",38.3,1,"AL"
"573",30,"ALABAMA",1981,"COASTAL PLAINS & GULF COAST",40.3,1,"AL"
"574",106,"ALABAMA",1981,"HISTORIC DISTRICT 70",93.3,1,"AL"
"575",143,"ALABAMA",1981,"HISTORIC DISTRICT 90",44.2,1,"AL"
"576",163,"ALABAMA",1981,"WIREGRASS",35.4,1,"AL"
"577",197,"ALABAMA",1981,"HISTORIC DISTRICT 80",60.9,1,"AL"
"578",204,"ALABAMA",1981,"UPPER PLAINS & PIEDMONT",46.1,1,"AL"
"579",231,"ALABAMA",1981,"NORTHERN VALLEY",52.1,1,"AL"
"580",264,"ALABAMA",1981,"MOUNTAINS & EASTERN VALLEY",57.9,1,"AL"
"581",309,"ARIZONA",1981,"CENTRAL",135,4,"AZ"
"582",324,"ARIZONA",1981,"NORTHERN",76.5,4,"AZ"
"583",325,"ARIZONA",1981,"SOUTHEASTERN",140,4,"AZ"
"584",363,"ARKANSAS",1981,"WEST CENTRAL",50,5,"AR"
"585",377,"ARKANSAS",1981,"SOUTHEAST",65,5,"AR"
"586",395,"ARKANSAS",1981,"NORTHEAST",74,5,"AR"
"587",417,"ARKANSAS",1981,"CENTRAL",58,5,"AR"
"588",420,"ARKANSAS",1981,"NORTH CENTRAL",50,5,"AR"
"589",436,"ARKANSAS",1981,"EAST CENTRAL",70,5,"AR"
"590",451,"ARKANSAS",1981,"NORTHWEST",60,5,"AR"
"591",466,"ARKANSAS",1981,"SOUTHWEST",50,5,"AR"
"592",534,"ARKANSAS",1981,"SOUTH CENTRAL",45,5,"AR"
"593",682,"CALIFORNIA",1981,"SIERRA MOUNTAINS",129,6,"CA"
"594",715,"CALIFORNIA",1981,"SAN JOAQUIN VALLEY",124.2,6,"CA"
"595",733,"CALIFORNIA",1981,"CENTRAL COAST",125.1,6,"CA"
"596",771,"CALIFORNIA",1981,"SOUTHERN CALIFORNIA",120,6,"CA"
"597",772,"CALIFORNIA",1981,"NORTHEAST",80,6,"CA"
"598",773,"CALIFORNIA",1981,"SACRAMENTO VALLEY",135.5,6,"CA"
"599",904,"COLORADO",1981,"NORTHEAST",134.5,8,"CO"
"600",912,"COLORADO",1981,"SOUTHEAST",107,8,"CO"
"601",913,"COLORADO",1981,"EAST CENTRAL",138.5,8,"CO"
"602",967,"COLORADO",1981,"SOUTHWEST",122,8,"CO"
"603",1072,"DELAWARE",1981,"SOUTHERN",67.2,10,"DE"
"604",1099,"DELAWARE",1981,"CENTRAL",90,10,"DE"
"605",1123,"DELAWARE",1981,"NORTHERN",103,10,"DE"
"606",1158,"FLORIDA",1981,"NORTHWEST",76,12,"FL"
"607",1167,"FLORIDA",1981,"NORTHEAST",36,12,"FL"
"608",1180,"FLORIDA",1981,"CENTRAL",56,12,"FL"
"609",1250,"FLORIDA",1981,"SOUTHERN",72.5,12,"FL"
"610",1326,"GEORGIA",1981,"CENTRAL",32.8,13,"GA"
"611",1380,"GEORGIA",1981,"EAST CENTRAL",48.8,13,"GA"
"612",1552,"GEORGIA",1981,"WEST CENTRAL",39.4,13,"GA"
"613",1554,"GEORGIA",1981,"NORTHWEST",68.5,13,"GA"
"614",1603,"GEORGIA",1981,"SOUTHEAST",36.6,13,"GA"
"615",1605,"GEORGIA",1981,"SOUTH CENTRAL",43.2,13,"GA"
"616",1608,"GEORGIA",1981,"NORTHEAST",41.3,13,"GA"
"617",1611,"GEORGIA",1981,"SOUTHWEST",69.3,13,"GA"
"618",1615,"GEORGIA",1981,"NORTH CENTRAL",59.1,13,"GA"
"619",1709,"IDAHO",1981,"SOUTH CENTRAL",111.1,16,"ID"
"620",1710,"IDAHO",1981,"EAST",95,16,"ID"
"621",1720,"IDAHO",1981,"SOUTHWEST",117.4,16,"ID"
"622",1745,"ILLINOIS",1981,"WEST",127,17,"IL"
"623",1759,"ILLINOIS",1981,"WEST SOUTHWEST",133,17,"IL"
"624",1788,"ILLINOIS",1981,"CENTRAL",132,17,"IL"
"625",1813,"ILLINOIS",1981,"NORTHWEST",131,17,"IL"
"626",1853,"ILLINOIS",1981,"SOUTHWEST",100,17,"IL"
"627",1854,"ILLINOIS",1981,"SOUTHEAST",94,17,"IL"
"628",1855,"ILLINOIS",1981,"EAST",126,17,"IL"
"629",1870,"ILLINOIS",1981,"NORTHEAST",128,17,"IL"
"630",1920,"ILLINOIS",1981,"EAST SOUTHEAST",119,17,"IL"
"631",2086,"INDIANA",1981,"WEST CENTRAL",115.2,18,"IN"
"632",2186,"INDIANA",1981,"CENTRAL",112.1,18,"IN"
"633",2200,"INDIANA",1981,"EAST CENTRAL",101.9,18,"IN"
"634",2201,"INDIANA",1981,"NORTH CENTRAL",109,18,"IN"
"635",2202,"INDIANA",1981,"NORTHEAST",98.8,18,"IN"
"636",2203,"INDIANA",1981,"NORTHWEST",112.5,18,"IN"
"637",2204,"INDIANA",1981,"SOUTH CENTRAL",98,18,"IN"
"638",2205,"INDIANA",1981,"SOUTHEAST",94.8,18,"IN"
"639",2206,"INDIANA",1981,"SOUTHWEST",105.6,18,"IN"
"640",2461,"IOWA",1981,"SOUTHEAST",125.7,19,"IA"
"641",2466,"IOWA",1981,"SOUTHWEST",116.7,19,"IA"
"642",2472,"IOWA",1981,"NORTHEAST",129.2,19,"IA"
"643",2473,"IOWA",1981,"SOUTH CENTRAL",118.9,19,"IA"
"644",2477,"IOWA",1981,"WEST CENTRAL",109.7,19,"IA"
"645",2486,"IOWA",1981,"NORTHWEST",125.1,19,"IA"
"646",2500,"IOWA",1981,"EAST CENTRAL",132.4,19,"IA"
"647",2512,"IOWA",1981,"CENTRAL",129.5,19,"IA"
"648",2514,"IOWA",1981,"NORTH CENTRAL",133.5,19,"IA"
"649",2833,"KANSAS",1981,"NORTH CENTRAL",123,20,"KS"
"650",2845,"KANSAS",1981,"CENTRAL",124,20,"KS"
"651",2870,"KANSAS",1981,"EAST CENTRAL",100,20,"KS"
"652",2965,"KANSAS",1981,"WEST CENTRAL",133,20,"KS"
"653",2992,"KANSAS",1981,"SOUTHWEST",143,20,"KS"
"654",3011,"KANSAS",1981,"NORTHEAST",103,20,"KS"
"655",3018,"KANSAS",1981,"SOUTH CENTRAL",135,20,"KS"
"656",3025,"KANSAS",1981,"NORTHWEST",140,20,"KS"
"657",3032,"KANSAS",1981,"SOUTHEAST",78,20,"KS"
"658",3152,"KENTUCKY",1981,"PURCHASE",98.5,21,"KY"
"659",3173,"KENTUCKY",1981,"NORTHERN",97.5,21,"KY"
"660",3177,"KENTUCKY",1981,"BLUEGRASS",96.7,21,"KY"
"661",3180,"KENTUCKY",1981,"MIDWESTERN",103.3,21,"KY"
"662",3190,"KENTUCKY",1981,"CENTRAL",93.2,21,"KY"
"663",3203,"KENTUCKY",1981,"EASTERN OR MOUNTAIN",89,21,"KY"
"664",3386,"LOUISIANA",1981,"NORTHWEST",63.3,22,"LA"
"665",3394,"LOUISIANA",1981,"NORTH CENTRAL",46.1,22,"LA"
"666",3395,"LOUISIANA",1981,"CENTRAL",84.1,22,"LA"
"667",3396,"LOUISIANA",1981,"EAST CENTRAL",72.6,22,"LA"
"668",3448,"LOUISIANA",1981,"SOUTH CENTRAL",90,22,"LA"
"669",3476,"LOUISIANA",1981,"NORTHEAST",74,22,"LA"
"670",3594,"LOUISIANA",1981,"SOUTHEAST",74.3,22,"LA"
"671",3626,"LOUISIANA",1981,"WEST CENTRAL",53.3,22,"LA"
"672",3657,"LOUISIANA",1981,"SOUTHWEST",53.3,22,"LA"
"673",3843,"MARYLAND",1981,"LOWER EASTERN SHORE",102.1,24,"MD"
"674",3846,"MARYLAND",1981,"NORTH CENTRAL",101,24,"MD"
"675",3874,"MARYLAND",1981,"SOUTHERN",84,24,"MD"
"676",3882,"MARYLAND",1981,"UPPER EASTERN SHORE",107.2,24,"MD"
"677",3887,"MARYLAND",1981,"WESTERN",91,24,"MD"
"678",4202,"MICHIGAN",1981,"EAST CENTRAL",107.2,26,"MI"
"679",4208,"MICHIGAN",1981,"UPPER PENINSULA",77.3,26,"MI"
"680",4209,"MICHIGAN",1981,"WEST CENTRAL",67.8,26,"MI"
"681",4221,"MICHIGAN",1981,"SOUTH CENTRAL",97,26,"MI"
"682",4234,"MICHIGAN",1981,"SOUTHEAST",97.8,26,"MI"
"683",4237,"MICHIGAN",1981,"SOUTHWEST",90.6,26,"MI"
"684",4238,"MICHIGAN",1981,"CENTRAL",93.5,26,"MI"
"685",4239,"MICHIGAN",1981,"NORTHEAST",86,26,"MI"
"686",4243,"MICHIGAN",1981,"NORTHWEST",75.1,26,"MI"
"687",4413,"MINNESOTA",1981,"SOUTHEAST",128,27,"MN"
"688",4414,"MINNESOTA",1981,"WEST CENTRAL",97.7,27,"MN"
"689",4415,"MINNESOTA",1981,"SOUTHWEST",107.6,27,"MN"
"690",4422,"MINNESOTA",1981,"NORTHWEST",81.6,27,"MN"
"691",4426,"MINNESOTA",1981,"SOUTH CENTRAL",120.6,27,"MN"
"692",4449,"MINNESOTA",1981,"CENTRAL",104.3,27,"MN"
"693",4475,"MINNESOTA",1981,"NORTH CENTRAL",74.8,27,"MN"
"694",4501,"MINNESOTA",1981,"EAST CENTRAL",91,27,"MN"
"695",4617,"MISSISSIPPI",1981,"LOWER DELTA",82.3,28,"MS"
"696",4630,"MISSISSIPPI",1981,"EAST CENTRAL",49.2,28,"MS"
"697",4647,"MISSISSIPPI",1981,"SOUTHWEST",64.3,28,"MS"
"698",4659,"MISSISSIPPI",1981,"UPPER DELTA",71,28,"MS"
"699",4673,"MISSISSIPPI",1981,"SOUTHEAST AND COASTAL",51.1,28,"MS"
"700",4688,"MISSISSIPPI",1981,"SOUTH CENTRAL",55.1,28,"MS"
"701",4698,"MISSISSIPPI",1981,"NORTH CENTRAL",64.2,28,"MS"
"702",4699,"MISSISSIPPI",1981,"NORTHEAST",59.3,28,"MS"
"703",4725,"MISSISSIPPI",1981,"CENTRAL",45.8,28,"MS"
"704",4938,"MISSOURI",1981,"NORTHEAST",111,29,"MO"
"705",4943,"MISSOURI",1981,"SOUTHEAST",111,29,"MO"
"706",4952,"MISSOURI",1981,"CENTRAL",101.2,29,"MO"
"707",4955,"MISSOURI",1981,"EAST",103,29,"MO"
"708",4958,"MISSOURI",1981,"NORTH CENTRAL",103,29,"MO"
"709",4969,"MISSOURI",1981,"NORTHWEST",111,29,"MO"
"710",4990,"MISSOURI",1981,"SOUTH CENTRAL",88,29,"MO"
"711",5003,"MISSOURI",1981,"SOUTHWEST",91,29,"MO"
"712",5034,"MISSOURI",1981,"WEST",104,29,"MO"
"713",5288,"MONTANA",1981,"NORTHEAST",86,30,"MT"
"714",5307,"MONTANA",1981,"SOUTH CENTRAL",85,30,"MT"
"715",5317,"MONTANA",1981,"SOUTHEAST",84,30,"MT"
"716",5649,"NEBRASKA",1981,"CENTRAL",122.2,31,"NE"
"717",5712,"NEBRASKA",1981,"EAST",115.3,31,"NE"
"718",5716,"NEBRASKA",1981,"NORTHEAST",89.7,31,"NE"
"719",5741,"NEBRASKA",1981,"SOUTHWEST",133.8,31,"NE"
"720",5742,"NEBRASKA",1981,"NORTH",110.7,31,"NE"
"721",5744,"NEBRASKA",1981,"SOUTHEAST",117.7,31,"NE"
"722",5762,"NEBRASKA",1981,"SOUTH",139.9,31,"NE"
"723",5777,"NEBRASKA",1981,"NORTHWEST",126.5,31,"NE"
"724",5822,"NEW JERSEY",1981,"OTHER DISTRICTS, ALL COUNTIES",95,34,"NJ"
"725",5843,"NEW JERSEY",1981,"CENTRAL",91.8,34,"NJ"
"726",5854,"NEW JERSEY",1981,"NORTH",107,34,"NJ"
